date,text,stars
6/8/2023,"Curious as to why the $5 price jump out of nowhere. These are good cups, but they're not Stanley, so why are they now over $20(w/tax)??? Walmart is upping prices on more and more different items, and shrinking sizes, more than many retailers lately, and it's disgusting.",4 out of 5 stars review
6/19/2023,"I purchased 2 of these cups for me and my friend while I was visiting his house...wanted to cheaper option to the Stanley tumbler. Cup keeps water cold, even without ice but the lid can be difficult to screw on and the straw is HORRIBLE...hate the silicone cap on the straw; hence, the 4 stars.",4 out of 5 stars review
3/11/2023,"Don’t love the straw, but I ordered a replacement for the Stanley cups and it fits just fine. I think the idea behind the silicone extender was to prevent leaking from the top. But I’d rather a solid plastic straw. Also, it’s set up to line up with a lefty. So if you hold a cup in your right hand, the straw will be on the opposite side of the cup and if you hold it in your left hand, it will be closest to you, which kind of threw me off but not a big deal. Overall good insulation that holds ice.",4 out of 5 stars review
2/3/2024,Great item but too large for ice maker and to hold.,4 out of 5 stars review
1/30/2024,good brand. lerps things cold for a very long time.,4 out of 5 stars review
1/28/2024,wish it had a little stopper on the straw to close it.,4 out of 5 stars review
1/31/2024,Love the color and price.  Does not keep ice as ong as I expected but does a decent job.,4 out of 5 stars review
2/8/2024,Missing the plastic part of the straw but other than that I have liked it,4 out of 5 stars review
2/9/2024,Top is hard to get on. Threads don't always line up. Keeps drinks cold just like Stanley cups.,4 out of 5 stars review
2/1/2024,Loved how long my water stays cold,4 out of 5 stars review
1/29/2024,Good for drinking lots of water. Drinks stay cold all day. Great price.,4 out of 5 stars review
2/6/2024,The tumbler is good. Except the ice doesn't last as long as they claim it too.,4 out of 5 stars review
2/16/2024,"Keeps cold. Handle snugs up to cup, soft feel. Just wish straw was smaller.",4 out of 5 stars review
2/8/2024,"doesnt keep ice as long as stanley, but great value",4 out of 5 stars review
11/21/2023,Love this cup. Keeps water cold and helps me to drink more. Doesn't spill and easy to drink out of the straw.,4 out of 5 stars review
12/11/2023,"Almost perfect! I love it keeps my drinks cold. It doesn't fit in my car cup holder, but enough where it's just tilted not falling over.",4 out of 5 stars review
10/29/2023,"Color of amazing, when I took the label off it was slightly brighter where the label was. Will have to see if the color evens out.",4 out of 5 stars review
10/29/2023,bought this as a gift as I bought myself one back in march and love it. sad the price went up $5 since then but friend loved it and th3 pink color.,4 out of 5 stars review
12/10/2023,"Only issue I have with this is that it isn't leak proof. It's not a deal breaker, but would make things easier.",4 out of 5 stars review
10/14/2023,"Keeps drink cold
Takes several hours for ice to melt 
Does spill",4 out of 5 stars review
1/11/2024,Love these. Especially for the price!!,4 out of 5 stars review
1/1/2024,"Love the cup, hate the straw",4 out of 5 stars review
1/2/2024,These made some great Dirty Santa gifts for Christmas,4 out of 5 stars review
1/14/2024,Great cup! Keeps ice for hours. Comfortable to hold,4 out of 5 stars review
12/30/2023,Works just like Stanley but paint is kinda cheap. Gets the job done!,4 out of 5 stars review
1/2/2024,My sister in law loved her cup so she could measure her water intake better and keep it cold.,4 out of 5 stars review
1/7/2024,I wish the straw was one piece and that the top of the straw wasn't a flimsy plastic.,4 out of 5 stars review
1/7/2024,it keeps everything cold and lasts all day!,4 out of 5 stars review
1/1/2024,"Great quality cup, keeps drinks cold",4 out of 5 stars review
7/9/2023,Keeps ice cold for long! A month ago these were 14.97 then they went UP in price to 19 bucks due to popularity!!!  Bring the price back down!!,4 out of 5 stars review
8/8/2023,it looks sturdy! wish it has a brush for the straw for cleaning. now i have yo buy one just for this straw,4 out of 5 stars review
8/5/2023,Love that it holds a lot of water while also fitting in my cup holder. The lid gets tough to take off and the seal on the lid twist sometimes,4 out of 5 stars review
8/25/2023,"Great size that lasts me through my entire work day. Durable with a sturdy, comfortable grip handle. Keeps drink cold/ice for 12  hours.",4 out of 5 stars review
9/17/2023,"Good cup. I like that the top of the straw is flexible, but the straw is too big, I feel like I'm swallowing a bunch of air.",4 out of 5 stars review
8/28/2023,very comparable to the big brands. doesn't keep ice for 24 hrs but it does for about 8 hrs so I'm happy with it plus it's pretty!,4 out of 5 stars review
10/7/2023,"The cup itself is great, don't like the straw as much because it tends to hold onto the taste of whatever was in there before",4 out of 5 stars review
10/23/2023,Love it! Just wish the straw was solid plastic all the way up- I don't care for the silicon top on the straw.,4 out of 5 stars review
9/6/2023,love these cups im in a walker and i can hold on to the handle and it wont spill keeps the drings great and  cold,4 out of 5 stars review
7/28/2023,"I really like it, works well. The only draw back I have is the handle is loose after less than a month of use.",4 out of 5 stars review
8/28/2023,I love the color of this tumbler. It doesn't keep ice in tumbler for as long as Stanley or yeti. But for the price it's very good.,4 out of 5 stars review
8/13/2023,Fits in cup holder nicely.  Keeps cold.   Lid could be more versatile like the Stanley. But otherwise great tumbler.,4 out of 5 stars review
8/6/2023,Good value for the money.  The ice does melt overnight but the water stays cold. I do love the colors though.,4 out of 5 stars review
7/6/2023,"Works OK. If you use the straw, it's sometimes hard to suck through it because of the seal that the straw makes.",4 out of 5 stars review
7/6/2023,Why is the straw so long?? I get being long enough to reach the bottom but then it sticks up a good 4-5 inches over the top!,4 out of 5 stars review
9/18/2023,It's a great dupe. I've gotten lots of compliments on it. Works great. The lid closes at a bit of an awkward place but it's fine.,4 out of 5 stars review
7/28/2023,I've loved this! Keeps my drinks very cold. Only downside is the paint has started to come off on the bottom.,4 out of 5 stars review
8/7/2023,"purchased two of these and noticed that the straw has a crack at the top where it seals on both, i would still purchase again and didn't return them.",4 out of 5 stars review
9/26/2023,Keeps my ice all day long however it does leak.. I love the colors they offer also I will be getting more,4 out of 5 stars review
7/18/2023,"Really cute, holds ice well.  Although it is pretty big and heavy, not lightweight like the Tervis cups.",4 out of 5 stars review
7/24/2023,"The cup was pretty, I returned because it was too large and heavy for me, also the lid didn't fit properly",4 out of 5 stars review
10/10/2023,"It's a great cup, nice capacity, love the handles and the screw on lid,! For someone like me, a klutz, it's fantastic cup!",4 out of 5 stars review
7/23/2023,Keeps ice for most of the day. Great flexible straw design with riding in cup and flexible outside of cup.,4 out of 5 stars review
7/11/2023,I love the handle but I hate the straw and lid. so I changed it out with  1 of my other cups lids.  will definitely be buying a few more,4 out of 5 stars review
8/28/2023,Good tumbler. A tad tall for my husband and he doesn't like the bendable plastic straw. Otherwise does the job.,4 out of 5 stars review
8/7/2023,"I love this! Keeps my water cold, doesn't spill when tipped, great straw. Retuned my Stanley cup and kept this one.",4 out of 5 stars review
8/9/2023,It keeps your drink cold and ice doesn't melt very fast. The lid is a pain in the butt! Hard to put on and take off at times.,4 out of 5 stars review
8/2/2023,Not a fan of the silicone straw and the paint chipped at the top of rim of the cup other than that it's a good dupe.,4 out of 5 stars review
7/26/2023,Great cup for car cup holder and keeping drinks cold.  The cup does leak if it tips over or traveling in backpack.,4 out of 5 stars review
4/22/2023,"Love the cup, super cute. Holds ice well. That said, it's really difficult to get the straw/lid to line up correctly based on where you want it. It's always not centered.",4 out of 5 stars review
4/9/2023,I bought two of these. One for my daughter and one for me. They are big and I really liked them I got the purple ones. I would recommend buying these.,4 out of 5 stars review
6/3/2023,Great name brand dupe. Keeps water cold on hot days! The straw is silicon at the top. The handle feels a little less robust and stable than the name brand but for 1/3 the price I guess that's ok.,4 out of 5 stars review
6/3/2023,"not a fan of the straw, but love the color and price and it seems to be just as good as my Stanley Cups.  i received it by delivery same day even though I had requested shipping, so that was a pleasant surprise.",4 out of 5 stars review
5/28/2023,"Plus: perfect car cup!! large capacity, dishwasher safe, ice still in the cup after 12 hours, Fits in car cup holders. 
Con: falls over more easily in carpet or grass and lawn chair cup holder.",4 out of 5 stars review
6/19/2023,"Great cup, holds a lot of water and keep it cold for hours, even without ice. My only complaints are the top is slightly difficulty to screw on and I absolutely HATE the straw...the two portion is silicone (which is the 4 stars).",4 out of 5 stars review
4/12/2023,Great dupe for the overpriced Stanley tumbler. Highly recommend. Took off a star bc the lid is hard to open but other than that it’s great. Lavender color is very pretty!,4 out of 5 stars review
11/4/2023,i always trust this brand. this is my new favorite water tumbler,4 out of 5 stars review
12/24/2023,Like but straw is too short,4 out of 5 stars review
11/8/2023,"a little bulky, but very good at handling day to day use",4 out of 5 stars review
12/19/2023,It's a Christmas present but it looks like it's made very nice,4 out of 5 stars review
12/14/2023,I like the cup. It is nice looking and easy to use. Just doesn't keep ice very long.,4 out of 5 stars review
11/21/2023,"I don't like that the straw is bendy. Otherwise, perfect!",4 out of 5 stars review
11/17/2023,"I do like the cup, not as cool as a Stanley but 1/3 the price.",4 out of 5 stars review
11/6/2023,Best 40 ounce cup! Keeps ice cold drinks at freezing cold temperature for many hours.,4 out of 5 stars review
11/29/2023,"keeps water cold forever.
wish it came in 30oz, sorta big",4 out of 5 stars review
11/12/2023,Keeps drinks cold for good amount of time but the color fades after a month or so.,4 out of 5 stars review
12/3/2023,"it's a great cup, but not the color i thought i was getting!",4 out of 5 stars review
12/26/2023,The cup is as pictured but I'm a little disappointed that the straw wasn't included.,4 out of 5 stars review
8/13/2023,"Love how cold it keeps my drink, however handle broke off too quicky.",4 out of 5 stars review
8/20/2023,Does not keep cold as long as my other ozark trail cups,4 out of 5 stars review
7/23/2023,"cost effective, exactly like Stanley.  works great.",4 out of 5 stars review
10/19/2023,love the cup except the top gets tight and can be hard to remove. Keeps drinks cold all day.,4 out of 5 stars review
9/7/2023,very cute and insulation is great. the straw got stained very easily :(,4 out of 5 stars review
8/11/2023,Keeps drink cold %26 is easy to clean.,4 out of 5 stars review
9/17/2023,Keeps water very cold. Only has straw option for drinking.,4 out of 5 stars review
9/6/2023,"not as good as the older version, you can tell by the weight",4 out of 5 stars review
7/29/2023,great cup expect the lids break after one drop,4 out of 5 stars review
8/26/2023,Holds a lot. Leaks a little if knocked over,4 out of 5 stars review
7/27/2023,Nice! Keeps drinks cold works as well as it's more expensive competitors.,4 out of 5 stars review
8/19/2023,Keeps beverages cold for a long time. I like the bendy straw.,4 out of 5 stars review
9/12/2023,It does keep ice a very long time. It would be perfect if it was leak proof.,4 out of 5 stars review
7/31/2023,Wish it had a rubber/no skid type thing on the bottom.,4 out of 5 stars review
7/24/2023,"I like this. Only downside, I would change the straw",4 out of 5 stars review
8/13/2023,Love this cup!!! It's huge and keeps your drink very cold,4 out of 5 stars review
10/13/2023,Doesn't keep drink cold for as long as I thought it would,4 out of 5 stars review
10/1/2023,Great grip. Excellent straw. The mouth piece does not offer a spout like photo. Straw access only,4 out of 5 stars review
7/14/2023,Love this cup! Keeps cold drinks cold all day.,4 out of 5 stars review
10/4/2023,"I love my cup, just wish they had replacement lids!!",4 out of 5 stars review
6/30/2023,Love the color and the comfortable handle.  Keeps drinks cold all day too!,4 out of 5 stars review
8/25/2023,Works. It's heavy when full! Keeps everything cold all day long. DEFINITELY NOT LEAK PROOF!,4 out of 5 stars review
7/28/2023,Not a fan of the straw but the colors are beautiful!,4 out of 5 stars review
8/26/2023,"Good knock off doesn't hold ice as long as a Stanley, but I didn't expect it to",4 out of 5 stars review
7/22/2023,Does not keep drinks as cold as my Yeti.,4 out of 5 stars review
9/9/2023,I love this cup stays cold for over a day !!,4 out of 5 stars review
7/23/2023,"Everything is great, just wish it had a silicone bumper sleeve on the bottom",4 out of 5 stars review
9/8/2023,Not a fan of the straw. Love the cup.,4 out of 5 stars review
9/5/2023,"Good cup. Love the look of it. Doesn't keep ice as cold as other cups I've had, but that's okay",4 out of 5 stars review
8/26/2023,Great for around the house! Lid occasionally gets stuck/ is hard to take off,4 out of 5 stars review
8/26/2023,keeps drunks cold all day. sometimes i have ice leftover the next day.,4 out of 5 stars review
10/6/2023,"Held ice over night. Easy to hold. 
Love the built in straw.",4 out of 5 stars review
9/9/2023,Love it but I would rather have a different straw,4 out of 5 stars review
7/28/2023,Keeps my drink cold but is not leakproof. Other than that it's awesome and I love it,4 out of 5 stars review
9/29/2023,It's a insulated cup that holds drink what else you want me to say cold or hot 👍,4 out of 5 stars review
7/18/2023,Great! So great my neighbor stole it off my porch.,4 out of 5 stars review
6/30/2023,Super cute cup and its big! but handle broke shortly after purchase. return was easy!,4 out of 5 stars review
8/3/2023,Kris drinks cold and fits in car cup holder,4 out of 5 stars review
8/13/2023,The cup does not stay as cold as it should be and ice melt to fast,4 out of 5 stars review
7/5/2023,For the price it's outstanding. Just wish it held ice a little better,4 out of 5 stars review
8/29/2023,This is my everyday cup for work and home it keeps my water cold all day into the next.,4 out of 5 stars review
8/2/2023,I wasn't a fan of the straw. that's a personal choice,4 out of 5 stars review
7/20/2023,Love the size of the cup and keeps my drink cold most of the day,4 out of 5 stars review
10/14/2023,i love the screw lid! this cup is perfect for the car and at the gym! keeps cold for a long time.,4 out of 5 stars review
9/20/2023,Holds ice really well and fits in my cup holder! Love the straw too,4 out of 5 stars review
7/19/2023,Keeps ice for days. A bit heavy but good,4 out of 5 stars review
8/19/2023,bigger than what I thought from the photo. but stays cold!,4 out of 5 stars review
