date,text,stars
2/5/2024,"This is a review for the third party seller (Itronics). I purchased a 65"" Tv  from Walmart's third party seller Itronics. on the day I was supposed to receive it They e-mailed me and told me my order was canceled do to a delay in shipping.  I would have waited but they gave me no choice. I got a great price on this and I believe this is why they canceled this order. Very poor way to business. Wal-mart should step up and take care of this issue.",1 out of 5 stars review
2/8/2024,"Disliked. Never received TV on delivery day. Called corporate today. The first person said it was still being delivered but delayed. She wanted to know if i wanted a refund.  I explained to her i ordered the TV for 199.99 and now the price was 399.00 but they would refund what i paid and the difference in the price. she explained that i could reorder the T.V. and it would be here tomorrow. 
She put me on hold and then a man picked up. He was rude and told me they wouldn't refund the price for the TV now. They will refund what i paid in 10 days and i would have to pay the difference even though none of this is my fault. Lost money from work to sit and what on it duy to the app said ot was out for delivery.  This morning it changed saying it ...",1 out of 5 stars review
1/24/2024,the tv arrived and the packaging was fine. got it connected and it had large lines down the side. that is a problem with vizio. now i started the return the next day and its been 12 days and still no refund and cannot buy another tv until this one is refunded. i called several times and got absolutly no help. now they gave me a refund date that is more than 2 weeks past the date of delivery. i will never purchase a big ticket item from Walmart again. just waiting for my refund to go to best buy. again Walmart has the worst customer service ever!!!  I wish I couldve picked 0 stars but it forces you to pick at least 1.,1 out of 5 stars review
11/22/2023,The driver was very very rude and cursing at my mother and everything. Also he was complaining about bring the tv up to my apartment like that's what I pay for. Also he said that my tv might be messed up because he didn't have help with the tv. I'm very disappointed and the driver needs to be checked because that wasn't right of him to be using foul language at my mother.,1 out of 5 stars review
11/28/2023,never order anything from walmart.com again bought a TV package online and they sent everything but the tv called and they said they left the TV out and now it was out of stock had to go to another 15 miles away and get the tv then wouldn't sell it to me for the sales price and was told that they would end up paying  more than i orginaly  would have,1 out of 5 stars review
1/19/2024,"We purchased our Vizio 65 inch tv at our Walmart store.  The tv only worked for a little over 2 weeks before the picture went out.  We turned it off and back on but still had no picture, only a lot of verticle colored lines.",1 out of 5 stars review
12/29/2023,The TV was great until a couple of days ago. The audio completely stopped working no matter what we did to try and fix it. It is not worth the trouble of loosing audio after only having it for about a year.,1 out of 5 stars review
6/23/2023,Walmart hired a third party delivery company Spark and they stole my television forged a signature and never delivered. The worst part about is is Walmart never refunded my money or tried to deliver another television. They didn’t even try to contact the driver,1 out of 5 stars review
10/6/2023,This tv stopped working after 3 years. There was no damage to it. The item is simply defective. These VZIO televisions tend to have issues with their back lights shorting out. It's more expensive to fix than to replace. Now all I see when I turn on the tv are multicolored lines!,1 out of 5 stars review
7/4/2023,Got my 50 inch Vizio TV as a present middle of last year and today got like a white screen at the top called customer service but they couldn’t help and out of warranty and this was a present for me now it’s worthless. Do not buy this whatever you do.,1 out of 5 stars review
8/9/2023,My family and I loved this TV when we first got it. The UI was pretty good and the definition held its own against my other tvs.  I had it about a year and a half and all of sudden after updating the screen started malfunctioning. Green lines appeared and would slow down. I updated the software and after doing so the tv became unusable.  I contacted Vizio to troubleshoot  find out my options and they told me there was nothing they could do because the warranty is for a year.  I asked to purchase parts and they told me they wont do that.  I have only bought Vizio tvs and after this I'll have to try a different brand. Maybe this model is a lemon but the experience with the support has pushed me to look elsewhere. If you believe in your produc...,1 out of 5 stars review
10/9/2023,"I’ve had this TV for about two years, it was working fine yesterday and I decided to turn it on today and I get a black screen that doesn’t show any picture. I’ve tried everything to reset TV but it hasn’t worked. I’ll have to get a brand new TV even though I spent good money on a brand-name TV and I’ve done nothing to damage it",1 out of 5 stars review
9/2/2023,"The 50"" Visio tv was working fine until the one year warranty ran out! It's like it was calendar programed. It started with lines appearing across the screen. Now, the lower half the screen has disappeared!! The extra warranty available is not for newly purchased TVs!! What a waste!",1 out of 5 stars review
8/5/2023,I've bought this tv a little over a year ago first 1 line appeared and I thought it be easier to keep them try to return now it has 5 lines vertical. I don't recommend spending almost $700 on a tv that doesn't even last a year. I've reach out to Visio to see there policy.,1 out of 5 stars review
8/20/2023,"About a year after buying this tv, we started to get random black lines. They were thin and seemed to fade so we dealt with it. Today, in the middle of watching tv, the entire screen went black. It's on, but nothing works. I've turned it off and on several times and nothing. There's been absolutely no damage, it's been sitting in the same spot for the year and a half I've owned it. This is my 2nd Vizio, which replaced an older model that stopped supporting Hulu and various other apps after 3 years. I'll never buy another Vizio again.",1 out of 5 stars review
3/12/2023,Picked this up for my mom in law. She has had another vizio tv for 9 years that works great still. she just wanted a bigger tv. This thing is terrible.  Developed lines all over the screens. The menu screens are messed up as well. Did a factory reset and nothing helped.,1 out of 5 stars review
6/23/2023,"I've had this TV for 22 MONTHS and it's already history. It's had weird problems off and on but now is totally unusable.  It worked fine last night and this is what happened when I turned it on this morning. It actually got worse, but I've unplugged it and will be trashing it, as I did the other. I'm extremely disappointed.

This is the second Vizio I've owned and the first one did the same thing.",1 out of 5 stars review
11/6/2022,the tv is great but the size is not accurate. I supposely bought a 50' . Once I got it my son installed it but when I saw it it lookt to small for me I used a measuring tape and is 44' not even the box it came in was 50' not cool. I did call customer service I dont have a Tv so I kept it they only gave $50 back for the incovineance.. smh,1 out of 5 stars review
9/28/2022,My Samsung tv black light went out so I was in need of a new tv n I saw this one the same price as a 55 inch I was gunna get .. so I thought maybe go bigger y not !! Terrible mistake.. the top frame of the tv seems to be lifting n u can see the opening n light.,1 out of 5 stars review
8/10/2021,This tv is the cheapest TV Ive ever seen. Is made in old school technology like the little legs that keeps it standing are sooo thin it barely holds the TV steady. Not only did the TV arrived cracked and broken into pieces when deliver which is a shame. I had a VIZIO for over 6 years was looking for an upgrade and is sad to see how low there standards have gone down.,1 out of 5 stars review
9/20/2022,Just purchased a TV in June 2022 and it gave out already.,1 out of 5 stars review
11/29/2022,can't get the yellow lines out,1 out of 5 stars review
12/30/2023,"Just bought a few weeks ago so we'll see… 70 in. Picture is ok, I guess. The one big issue right now is it takes way too long to turn on! You click the button on remote, the on light on the tv blinks a lot (haven't timed it) but the tv doesn't turn on. You wait and nothing. Then it stops blinking and then we click the on button again and then tv turns on. Weird. A tv should just turn on. Also, the button on the back of tv doesn't work to turn on tv either if tv has been off for a while.  Something seems wrong. This thing might be going back. Disappointed and frustrated Vizio!",1 out of 5 stars review
12/26/2023,limited to what they want you to get. it has some cool features that would make it awesome if you didnt have to give up so many options to get those features . no internet browser options. have to use home app to cast to the tv which means if you want to let someone else cast to the tv then you have to add them to your google home account which basically will allow them access to all your media and files. if i wouldnt have gotten distracted by thier gimmicks of on demand tv built in then i could have had a Samsung and all you have to do with it is cast. simple . easy. google home is aweful and you are forced to use either google home or whatever the apple equivalent is. and i cant get my apps from my prime account even when logged into prim...,1 out of 5 stars review
1/1/2024,"I purchased this TV in October of 2023 as a Christmas gift for my daughter. the box was not opened until Christmas Day of 2023. The 1st problem was that there was no power cord.! Problem number 2. the antenna connection on the back was broken and dangling loose. Ican'tt return it because the return window had expired. Again, i purchased it in October as a Christmas gift. therefore it wasnt opened until December 25th at Christmas Day. They will not let me return it or exchange it, becauxe the return perion had expired! THIS WAS MY LAST PURCHASE FROM WAL-MART! Becareful who you make purchases from. Terrible custoner service, actually rude and disrespectful . Ill spend my money anywhere, but WAL-MART from this point forward! i suggest everyone...",1 out of 5 stars review
1/23/2024,I wouldn't know because the TV arrived damaged and it has now been 22 days and I don't have a replacement or a resolution. Do not buy from Walmart buy from Amazon they are quick to resolve issues and never make you wait to return something to get your replacement.,1 out of 5 stars review
12/29/2023,The screen keeps changing colors from black white green blue red. I called Vizio they're supposed to bring me another TV out and install it. I've been waiting over three weeks now I'm at the point where I might just go back to Walmart and take it back there.,1 out of 5 stars review
1/23/2024,"Ordered this for 65” tv for pickup. I was informed to watch the bottom as it was falling out. Once I got it home noticed it was strange no straps or tape holding the box together.. Slid the top portion of the box off, and was shocked at the amount of dust covering this “brand new” tv. Picked it up and noticed the power cable just balled up at the bottom. No neat folded wires and typical bread wrap like tie holding everything together. Then to top it off no remote or instructions. At this point I'm realizing this must've been a demo or returned TV.  Immediately I called my Walmart up and told them the situation. First thing told to me was if the serial numbers on the box and tv don't match the couldn't refund my purchase. I said well ok….I'm...",1 out of 5 stars review
12/31/2023,2 things - first you can't add apps (they say every app is already on it but that's not true). second you can't mirror to it from an android device. I assume they have a deal with Apple but that seems narrow-minded. I will be returning it. it's a shame because other than that it's a good tv,1 out of 5 stars review
1/6/2024,"I purchased this TV for my loft area. Everything in my home has a nice clean appearance. I specifically purchased this one so that I can download the spectrum app to it since that's my cable service provider. However, not available on Vizio. So I had to use a cable box which I did not want to use. Definitely would not purchase again.",1 out of 5 stars review
1/8/2024,"Purchased this tv to display my personalized items for my business , the remote for this tv turns on my house television and my fire place at the same time , won’t allow me to work freely on this one I brought . It has USB port , but on the menu itself is shows N/A. This is complete Garbage",1 out of 5 stars review
12/28/2023,The apps on this smart TV do not work… I have to use my fire stick in order to watch everything %26 then the picture quality is sometime pixelated. Vizio has even sent me a replacement TV. Same issue has persisted. I purchased the 5 year warranty but that doesn't kick in until the manufacturer warranty is over. I have another 6 months of this nonsense before I can hopefully get an entirely different brand. In the meantime I'll have to try %26 get something done through Vizio again. DO NIT PURCHASE THIS TV! I don't think I've owned a VIZIO before %26 will never own one again!,1 out of 5 stars review
1/22/2024,"I ordered this tv for an elderly family member and recently found out the speakers are blown and have been since the day they unwrapped it.   Tried seeing about a return and replacement but was greeted with no help and a sharp sorry you're out of luck, but you can buy another one and see if it's better.",1 out of 5 stars review
1/10/2024,"tv constantly losesi internet signal wether on wifi or ethernet cable. yet all other tv's have no problems. i have the cable company come and rewire my home, change router, change connections on pole outside to find out this tv is the problem. now vizio giving me the run around, tv was purchased in sept 2023, been nothing but trouble",1 out of 5 stars review
12/30/2023,"I called the customer service the same day. I purchased the TV to put ahold on it for delivery or to cancel the order. They told me that yes, the order was canceled. Call the second day Just two confirm And yes, they said they had canceled the order. Another 3rd day. I get a confirmation that the order was received and delivered. Meaning they never canceled it. They lied to me. I would never buy from you guys.",1 out of 5 stars review
9/1/2023,"The thing with this tv is that stupid SmartCast system they have installed.  I've had this tv for a few months now and almost EVERY single morning, SmartCast “is not available”.  I like to watch the local news while I'm getting ready for work, and right now I have to do that by streaming it.  Every morning I restart the stupid tv and it still doesn't come on.
TL;DR - if you get this tv, make sure you use a FireStick or a Roku cuz the built in system sucks BAD!",1 out of 5 stars review
7/8/2023,"I am pretty upset. I opened my brand new tv to find the tv legs missing and the tv remote in a ziplock bag with the batteries still in the remote. Then I turned on my brand new tv to find that it was logged in to someone else's profiles. I bought a brand new tv, not a refurbished one. I am fine having a refurbished tv, but it isn't what I was told that I was buying. I am incredibly disappointed with Walmart.com for not telling me that it was refurbished.",1 out of 5 stars review
9/9/2023,"Had this tv for 2 weeks and already having problems with it. The screen just randomly goes black like the tv is off but you can still hear the sound. Not to mention the picture quality is horrible. The remote has also started acting up. When you press the volume buttons it keeps going all the way up to full blast or all the way down to 0. No stopping it. This happens seems to happen about every other time you try and adjust the volume. I do not recommend this tv. Even for the price, it's not worth it.",1 out of 5 stars review
10/10/2023,My television was received damaged and made arrangement for it to be returned and replaced. I did everything from my end for it to be delivered back to Walmart asap. I had to be calling and calling to speak to customer service and up till now I am still waiting for the replacement. i am very disappointed with return arrangements.,1 out of 5 stars review
7/8/2023,"I received not only a broken TV, it also seems like it was actually used because it had hand prints and finger prints all over it. Wal mart is insisting I need to return to a physical store which I cannot do as I do not drive, I am disabled and because we don't have a wal mart in my town. The whole reason I had it shipped. I am at a loss for words as this is the worst experience i've had from a multi billion dollar company who just robbed me. Incredible. Highly do not recommend buying a TV from here.",1 out of 5 stars review
8/30/2023,Our TV all of a sudden got white dot in it about 3/4 weeks ago. We have been busy. Yesterday I contacted Vizio because there were more whit dots appearing and the remote just quit working. Vizio called me back today and it’s not covered under their limited warranty and we are 15 days out of the 90 warranty. There is no way around it. We have been a loyal VIZIO customer for 8/10 years. I will NEVER purchase another VIZIO item again.,1 out of 5 stars review
9/17/2023,"bought a very similar model just a few numbers off less than 3 years ago and within this last year the back LED lights were starting to go out and it was only 2 years old now I had to replace the whole TV under 3 years call Vizio they said they were going to warrantee it talk to  two different people I went out and bought a Vizio again which I never would have but I thought they were being good to me about giving me a full refund so I can replace my TV turns out they decided not to give me the refund All I have to say is distrust this company and how they do things and they make junk TVs and this is no lie , on this TV I bought a 5-year extended warranty so if this kind of stuff starts happening at least i can get it fixed The other TV is f...",1 out of 5 stars review
2/26/2022,barely had it a week and the whole tv was losing pixelation and glitched out. never getting vizio again,1 out of 5 stars review
12/7/2023,I'll never buy online from Walmart the driver says he put my tv in front door he is a liar he stealing my tv  when i open the door i don't see nothing so i need my money back.,1 out of 5 stars review
11/26/2023,"So for the first couple years we had it we loved it but now starting year 3 with it, horrible, red lines all across the screen and if you Google it it is a common problem",1 out of 5 stars review
2/20/2024,Never received the tv and so far no communication about what happened to it. Reading other reviews about the same thing happening. Sounds like this is a scam company.,1 out of 5 stars review
1/25/2024,paid $800 for a $75 in turn around a year and a half later with the warranty for 3 years and they won't replace it fix it or anything else so they can kiss my butt so I had to go buy another one,1 out of 5 stars review
2/3/2024,"First Vizio that wasn't up to par. It hums. I did all the trouble shooting advised, did not help. Packing it back up and having to take it myself physically to the store sucks!",1 out of 5 stars review
1/27/2024,"tv kept losing internet connection.  thought it might be location,  further from router, but my other tv worked when installed in the same place. Tried another tv to make sure, same results.  pain reconnecting internet.",1 out of 5 stars review
2/18/2024,I thought this tv would be great but it was not. The backlight hum was soo loud I had to report it to the manufacturer and it turned out the tv was returned defective and resold to me. Vizio usually has great products but do not get from Walmart,1 out of 5 stars review
2/10/2024,I loved this TV. But it simply stopped working. I checked everything but didn't find a reason for it to stop. I won't buy this brand again because it stopped working.,1 out of 5 stars review
2/10/2024,I'm going through the setup process and the television will not connect to the internet.  I am very disappointed.  Vizio is usually my go to brand for smart tvs.,1 out of 5 stars review
2/11/2024,The TV was delivered to a different address.  We had to search adjacent apartment complexes until we found it.  It was apartment 903 but it was not my address.  Be careful next time.,1 out of 5 stars review
11/1/2023,"It is not the item that I have an issue with it was the delivery.  I had contacted Walmart and ask them to please have the delivery person to place the TV on my patio in front of the door. I had a funeral to attend at 2:00pm  and was not sure what time it would arrive. It had been raining all morning and I did not want it to get rained on. Not only was the TV on my front pouch it was sticking out and anyone could have picked it up. It had started to rain by the time I returned home but luckily I was able to get it inside before it got wet.
Are people so lazy and incompetent in today's society that they only think of themselves. 
Someone needs to send me a fee warranty just in case something is wrong with it in the near future.",1 out of 5 stars review
11/8/2023,"This TV turns itself off all the time or it backs out to the Home Screen several times in a few hours.  Have tried all the ‘fixes' with the sleep timer, etc with no change.  Have had it 31 days - one day over the return timeframe at Walmart.  Don't waste your money or time.  Now trying to get a resolution through Visio and it's a huge hassle.  I never do reviews but felt compelled to warn others to pass on this TV.",1 out of 5 stars review
10/30/2023,"Do Not use Walmart delivery service. The drivers do not care where they leave packages regardless of delivery instructions I entered. 

This is a horrible service and the customer service is just as bad un informed and green. No one knows their jod or cares.

I will never use this service again. Good job Walnart 👏",1 out of 5 stars review
12/5/2023,"This tv arrived as a combo purchase to include a wall mount and sound bar. After installing the wall mount and installing the tv, when programmed the tv had 2 vertical lines from top to bottom on the left side of the screen. Started a return thinking I could get a replacement tv. I could only do a return assuming because it was part of a combo purchase. No explanation was actually given. Had to purchase the same replacement tv for four $70 more. What a ripoff and sad customer service. The inconvenience during this whole situation is unacceptable and nonsense.",1 out of 5 stars review
11/26/2023,"The WORST picture I've ever seen on a television!! The picture was so bad, my husband and I immediately re-boxed for return. Upon thinking about how horrible the picture was, we unboxed the television again thinking there must have been a protective plastic shield over the screen because there was NO WAY this Vizio could have picture quality this bad! There was no protective cover over the screen.  And once again, we re-boxed for return.  I am so very disappointed.",1 out of 5 stars review
12/8/2023,I brought a 65 in Vizio they said they delivered it got to the house it was not delivered Walmart should have a plan on the TV an I'm battling to get the TV or my money back it's said that the customer half to go through this type of sh%23%23 an it's sad an they don't even got Walmart delivery they go through door dash an try to have that company pay u back after u brought it though Walmart I'm so disappointed it makes no since,1 out of 5 stars review
12/20/2023,This TV sucks. It loses connection all the time. You can fix it sure with a google search but then it happens again. Call Vizio support and they won't return it. They do the same thing you've been doing and tell you it's fixed when it will happen again. I will never buy another Vizio product or a TV from Walmart.,1 out of 5 stars review
11/16/2023,"I purchased this tv  on 11/13/23 online for pick up at Walmart Portage WI..  I received an email at 4:09 P.M. the same day that it was ready for pick up and pick up hours were 7:00 A.M. to 10:00 P.M..  daily.  We went to pick it up mid morning the next day and were told we couldn't pick it up until after 5:00 P.M..  When we asked why we were told if we didn't like it we could cancel the order online.  We had driven over 50 miles round trip to get it.  When I got home I called and was again told I couldn't pick it up until after 5:00 P.M.. and if I didn't like it I could cancel the order online. I did cancel the order %26 told them I will never set foot in a Walmart again.  I ordered a nicer 2023 model 55"" Vizio tv on Amazon %26 it's being d...",1 out of 5 stars review
11/24/2023,"This TV was advertised as a new model VIZIO 65"" Class V-Series 4K UHD LED Smart TV V655-K,  on a black fray sale. I ordered the new model but when I paid I was surprised to find out that I was getting last years model ""VIZIO 65"" Class V-Series 4K UHD LED Smart TV V655-J09"" canceled immediately. Called and complained asked to speak with a supervisor, was promised a call back but no one ever called. Bait and switch lives on at Walmart.",1 out of 5 stars review
12/11/2023,"i canceled my oder why is this on hold 
Order date: Sat, Dec 9, 2023
Order number: 2000114-32037790
Your order was canceled
Hi Mark,

We got your request and canceled your order for you. You won't be charged for these items.

View the cancellation overview in your order details.

View order details
Some things to know:

You can always reorder items again through your order details.
You may see a temporary hold on your card, but your bank should release it within 10 business days.
Thanks for shopping with us,

Team Walmart

Have questions? Visit our Help Center

Temporary hold
card image	VISA ending in 2535$425.86",1 out of 5 stars review
11/11/2023,This is a piece of junk. I received this piece of junk on Sept 30 and it stop working exactly 31 days later. There's nothing I can do about it and I think that's what Walmart was counting on someone elderly to buy this with no idea what they were getting. Thanks Walmart,1 out of 5 stars review
12/13/2023,Never received item and Walmart is siding with Fedx because they took a picture supposedly in front of my door. The problem is I them to send it to one of there location order to pickup and got a text first thing in the morning saying it was being rerouted they will let me know when I can pickup instead the driver left it in the front door. Supposedly. Walmart doesn’t want to help me I have proof I asked to be sent to a pickup location yet they did what they wanted. Very unsatisfied customer,1 out of 5 stars review
11/10/2023,"My TV was delivered with STICKERS on it saying ""deliver as is"". The side was crushed and there were water marks on all sides of the box. It wasn't raining here, I also got the TV as fed ex was leaving. It was a horrible experience. I returned it to the store with in an hour. I was very disappointed.",1 out of 5 stars review
10/31/2023,The claim is that the item was delivered but I never got it. The delivery person allegedly left a brand new tv carelessly outside my door. Now it’s disappeared. Walmart have commenced investigations but I’m so traumatized by this experience. There’s a leasing office so why’d any right thinking person just claim to leave something so valuable and fragile so carelessly?,1 out of 5 stars review
11/12/2023,"The TV was delivered LATE. There was no update with the tracking from 7AM until it was delivered late at nite around 9ish. So the TV had been on the truck that whooole time and was delivered BROKEN. It also was not in a concealed brown cardboard box it was just in the regular orange VIZIO box that you would see it in in the store. There should have been extra packaging.  It was left downstairs on the bottom floor and I am on the top floor, anyone cld have stolen the orange VIZIO 65 inch TV box that was left in plain site. Walmart is the worst.",1 out of 5 stars review
11/9/2023,I can’t download many of the apps I use regularly so this really limits my use of this tv. The volume is horrible. There isn’t much difference between 48 and 88. When I do watch tv I have to keep the remote in my hand and I’m forever adjusting the volume.,1 out of 5 stars review
11/21/2023,Item not received.  Item arrived at my local post office at 6:29 am on November 20th and the post office did not deliver.  Not surprised.  Had I known it was being shipped using the USPS I would never have ordered it.  I would have got it from AMAZON or BEST BUY.,1 out of 5 stars review
12/4/2023,The television was broken when it arrived. I went to the local Wal-Mart store 0424 and was told that Wal-Mart couldn't give me another television because Wal-Mart do no longer do exchanges on anything but groceries without a receipt. After going online I discovered that Wal-Mart return policy had not changed.  Wal-Mart store 0424 need new front managers because they are rude and do not know what they are doing. I am very disappointed.,1 out of 5 stars review
12/13/2023,"Totally unusable product, ready to throw in trash! I cannot access any of the premium channels that I'm already paying for through xfinity comcast, cannot link with my wi-fi connection to use the internet. Tomorrow I'll go back to my 10 year old t.v. at least I can watch the channels I'm already paying for.",1 out of 5 stars review
11/26/2023,Had to wait in pick-up kiosk to get this TV.   The box was damaged and I was hoping that wouldn't be an issue but IT WAS.   After hauling it home and going thru all the trouble of unpacking it sooooo carefully I found it already had a crack in it!    Walmart corporate or an employee possibly was obviously not careful enough with it and didn't care and dumped it on an unsuspecting customer.  NOT COOL.,1 out of 5 stars review
11/10/2023,"tv had defective tuner so I cannot utilize the functions. service worked extensively for about 2 hours and said they will replace the tuner immediately. 
Next day they are requesting that I send back the tuner with full explanation but I still can't use the TV. Very, very dissatisfied with with Visio service.",1 out of 5 stars review
12/7/2023,I would write a nice review but I did not receive the TV would you please look into it it was $269. If it all possible I would like it credited back to my credit card because I did not receive the package. I’m sorry I can’t afford to buy another one. Thank you in advance.,1 out of 5 stars review
12/13/2023,"Do not allow delivery by Fed Ex.  The driver that delivered our package ignored delivery instructions actually causing him more work (carrying extra large clumbsy package up a flight of stairs) forcing us to now get help putting the package at the correct door, so we can actually get the package INTO the house!  No clue what our product is like, as we don't yet have it at a door where we can get it checked out and fully functional, by actually bringing it into the house.  Sorry Fed Ex but today's driver is so pressed for time, he didn't even check his delivery instructions.  And that is not on your over worked delivery personnel that should be receiving extra support at this time of year.  It is on the company that is supposed to be a suppo...",1 out of 5 stars review
12/4/2023,"I’ve had this tv for over a month, been having problems since. The tv will turn off by itself %26 in the middle of watching a movie it goes to home menu. Air play a movie, it kicks me out %26 constantly starts the movie over. Now me %26 my family can’t watch tv period. I’ve tried unplugging the tv %26 waiting a few minutes to restarting it, resetting the WiFi %26 etc. The tv completely stopped working.",1 out of 5 stars review
11/10/2023,"This was a sham.  I paid for it but never got it. The shipper was addressed to another address with a weight listed of 2.65 pound's signed for by someone with a different name and Walmart admitted that their partner had done this to others, and they no longer deal with them.",1 out of 5 stars review
11/29/2023,I specifically asked for this to be delivered but it wasn't . Instead I had to have it refund but what upsets me even more is that I have to wait 10 days to receive my money back but it didn't take 10 minutes to take my money from my account. I tried to purchase online an ONN tv on the 25th. An hour after submitting my order and payment I received notification that it was SOLD OUT… it's the 29th and I'm still waiting on my refund of that money as well . Walmart has almost $700 of my money and I have no TV yet I'm still waiting for my money that didn't take 5 minutes to remove from my account. It sucks,1 out of 5 stars review
11/21/2023,"So I ordered this tv through the Walmart  app and they shipped it to the wrong address!! Even though my receipt clearly has the right address and the postal office didn’t mess up either. Postal office said the seller put the wrong address, not me not the postal office but Walmart or who ever they have contracts with. Besides the fact that they sent the tv somewhere else, I couldn’t get the same deal to by the tv again because Walmart said since it was a third party company they can’t do anything but refund me. Yet a week later that tv went up $100 so had to get it for a more expensive price because Walmart doesn’t know how to do business or fulfill orders. Be careful when ordering online, they have companies from other places selling on the...",1 out of 5 stars review
11/29/2023,"According to the tracking it arrived at 2:47 pm.  Unfortunately they did not call, ring the doorbell or knock to let me know it was here.  I found it at 8:45 pm when I looked out the window wondering if they were coming.  It could have been out all night or worse, stolen.",1 out of 5 stars review
12/20/2023,"Hello, I did reach out when my item was delivered as upon ordering I put instructions to have the TV delivered to a different address as it was ordered for a Christmas gift and I had nowhere to keep it out of view at my home. Well the TV was delivered to my home instead of the address I requested. Needless to say, it was seen so what was supposed to be a surprise, is not. I heard from nobody and am very disappointed in the customer service. I give one star not for the TV but for the lack of a response.",1 out of 5 stars review
11/11/2023,We are so disappointed. We bought this tv in August 2023 and now in November 2023 it doesn't work. It freezes every single day. We have to unplug it and restart it multiple times a week. Of course there is only a 30 day return window so now we're stuck with a $500 tv that works when it wants to. We typically love our VIZIO tvs but this one is a lemon for sure.,1 out of 5 stars review
11/27/2023,"first t.v. we had shipped,didnt come on ,so we had to send it back, no exchange was available. talked to walmart.com 3 times about pick up. finally had to call fedex myself. ordered new t.v. delivery was unavailable, so i sceduled curbside pick up. but when we got there they couldnt find my order.then said they had to cancel it because the t.v. was out of stock now. what a joke. our residnets at the nursing home have been waiting over 2 weeks now for a t.v.",1 out of 5 stars review
11/27/2023,"I will never order another item from this walmart for pickup. I scheduled a pickup for 4-5pm because that worked with our schedules. I ordered the item and added my husband as an alternative pick up person and when he was there in a spot I checked him in. He waited in his car for a while before an employee came to his car and said he wasn't checked I and she said shechecked him in. He continued to wait for 2 hours for our single item. I tried to call the pickup phone multiple times and it rang and rang with no answer. He had our small daughter with him and we were eventually advised that we could leave and come back, but we are not able to do this the next few days due to our work schedules. It is completely unacceptable to make customers w...",1 out of 5 stars review
12/24/2023,I ordered from here and said everything was available and I was charged my card. Come to find you it wasn’t available and I can’t even cancel my order to get my refund and I have to wait to get my money. I ordered and paid when it said the TV was available and an hour before I’m supposed to pick up I got a text saying my tv was no longer available but offered free shipping after Christmas. I tried to cancel my order asap and it won’t let me. I want my refund asap. I want confirmation that my order was cancelled and I can get my refund.,1 out of 5 stars review
1/19/2024,I have purchased two tv and both of the tv screens have gone out! I've only owned the for a little over a year.,1 out of 5 stars review
9/20/2023,Will last you less than a year. Constantly had issues with vertical lines on tv. They gave me a replacement but had the same issue come up months later. Never buying their products again.,1 out of 5 stars review
8/23/2023,We just got it have to box it back up can't even get it to set up remote control won't let you do anything me and my won't be replacing it with this brand after reading these reviews we have only had it one day,1 out of 5 stars review
10/3/2022,Bought Tv and my son (age 3.) threw a plastic egg at it and it shattered the screen.......  light small egg.... major damage.. really wonder if defective or not....,1 out of 5 stars review
9/24/2022,The screen was cracked all the way up the front I went to Wal mart they said they couldn't do anything because it was over 30 days but the technician just came out today to hook it up and we pulled it out of the box together,1 out of 5 stars review
8/20/2023,"Dont buy this tv,it dead after using it for a year,waste of money,the screen turned dark and red lines appears nothing else,broke than les than a year",1 out of 5 stars review
7/1/2023,Just over 2 years old and the picture has lines everywhere; to the point that it’s aggravating to watch. I would recommend spending a little more money and getting a better quality and better warranty.,1 out of 5 stars review
5/12/2023,"I never write reviews, this thing is a pile of junk! Less than a year and had green and yellow lines appearing through the middle of the screen. A few months later and now it flickers and flashes green, purple and yellow across the entire screen and is completely unwatchable! That's if you can even get the thing to even turn on from a completely blacked out screen! I wish I would have read all these 1 star reviews before purchase because it seems it's a common issue. What a waste of $300, hopefully this saves at least a few people from this garbage TV!",1 out of 5 stars review
1/3/2024,"This tv turns it self off to much, but only on you tube and an antenna.     I will being returning it. I have had it 5 days.     Remote is hard to use.",1 out of 5 stars review
1/6/2024,TV not 65” inch more like 57 “ (only box it came in is 65”.    Sound quality is poor and very cloudy picture.  Horrible smart tv had to return.  Buyer beware!,1 out of 5 stars review
1/6/2024,"If you're watching a movie/TV show and there's a scene with no dialogue or background music, the sound will just cut out completely. It really takes you out of the movie and makes it hard to enjoy watching it. Apparently there's no way to fix it",1 out of 5 stars review
1/1/2024,The TV malfunctions after ever show blinking in and out. It also mutes itself. Plus this TV is difficult to tune in. You have to make a lot of choices just to view regular channels. We are very dissatisfied with this brand .,1 out of 5 stars review
1/20/2024,tv screen had a damage spot in corner of television screen. Didn't see it until everything was programed and connected.  It's a inconvenient to repackage and start over. So I paid full price for a damaged tv. I will not order electronic again.,1 out of 5 stars review
1/20/2024,"way to mention this TV cannot be mounted. get it home, out of the box, only to see theres nothing on the back to use. at all. freaking stupid. returning and never buying Vizio again.",1 out of 5 stars review
1/12/2024,"1st i ask them not to leave a 50"" tv on porch, i live in a apt. bldg. they left it on porch. 2nd i lose my netflix because Vizio wants to hijack my apps! i barely even use it...not happy.",1 out of 5 stars review
7/5/2023,"much too complicated for us old people. there is no menu button on the (clicker). i probably send it back. i also did not get an instruction guide with it.sad, situation .",1 out of 5 stars review
12/25/2023,Horrible shipping was supposed to be here next day then they changed to day after then they changed to a week later very very unhappy cannot change shipping date every day,1 out of 5 stars review
