,date,text,sent
191,2/11/2024,The TV was delivered to a different address.  We had to search adjacent apartment complexes until we found it.  It was apartment 903 but it was not my address.  Be careful next time.,0
192,11/1/2023,"It is not the item that I have an issue with it was the delivery.  I had contacted Walmart and ask them to please have the delivery person to place the TV on my patio in front of the door. I had a funeral to attend at 2:00pm  and was not sure what time it would arrive. It had been raining all morning and I did not want it to get rained on. Not only was the TV on my front pouch it was sticking out and anyone could have picked it up. It had started to rain by the time I returned home but luckily I was able to get it inside before it got wet.
Are people so lazy and incompetent in today's society that they only think of themselves. 
Someone needs to send me a fee warranty just in case something is wrong with it in the near future.",0
193,11/8/2023,"This TV turns itself off all the time or it backs out to the Home Screen several times in a few hours.  Have tried all the ‘fixes' with the sleep timer, etc with no change.  Have had it 31 days - one day over the return timeframe at Walmart.  Don't waste your money or time.  Now trying to get a resolution through Visio and it's a huge hassle.  I never do reviews but felt compelled to warn others to pass on this TV.",0
194,10/30/2023,"Do Not use Walmart delivery service. The drivers do not care where they leave packages regardless of delivery instructions I entered. 

This is a horrible service and the customer service is just as bad un informed and green. No one knows their jod or cares.

I will never use this service again. Good job Walnart 👏",0
195,12/5/2023,"This tv arrived as a combo purchase to include a wall mount and sound bar. After installing the wall mount and installing the tv, when programmed the tv had 2 vertical lines from top to bottom on the left side of the screen. Started a return thinking I could get a replacement tv. I could only do a return assuming because it was part of a combo purchase. No explanation was actually given. Had to purchase the same replacement tv for four $70 more. What a ripoff and sad customer service. The inconvenience during this whole situation is unacceptable and nonsense.",0
196,11/26/2023,"The WORST picture I've ever seen on a television!! The picture was so bad, my husband and I immediately re-boxed for return. Upon thinking about how horrible the picture was, we unboxed the television again thinking there must have been a protective plastic shield over the screen because there was NO WAY this Vizio could have picture quality this bad! There was no protective cover over the screen.  And once again, we re-boxed for return.  I am so very disappointed.",0
197,12/8/2023,I brought a 65 in Vizio they said they delivered it got to the house it was not delivered Walmart should have a plan on the TV an I'm battling to get the TV or my money back it's said that the customer half to go through this type of sh%23%23 an it's sad an they don't even got Walmart delivery they go through door dash an try to have that company pay u back after u brought it though Walmart I'm so disappointed it makes no since,0
198,12/20/2023,This TV sucks. It loses connection all the time. You can fix it sure with a google search but then it happens again. Call Vizio support and they won't return it. They do the same thing you've been doing and tell you it's fixed when it will happen again. I will never buy another Vizio product or a TV from Walmart.,0
199,11/16/2023,"I purchased this tv  on 11/13/23 online for pick up at Walmart Portage WI..  I received an email at 4:09 P.M. the same day that it was ready for pick up and pick up hours were 7:00 A.M. to 10:00 P.M..  daily.  We went to pick it up mid morning the next day and were told we couldn't pick it up until after 5:00 P.M..  When we asked why we were told if we didn't like it we could cancel the order online.  We had driven over 50 miles round trip to get it.  When I got home I called and was again told I couldn't pick it up until after 5:00 P.M.. and if I didn't like it I could cancel the order online. I did cancel the order %26 told them I will never set foot in a Walmart again.  I ordered a nicer 2023 model 55"" Vizio tv on Amazon %26 it's being d...",0
200,11/24/2023,"This TV was advertised as a new model VIZIO 65"" Class V-Series 4K UHD LED Smart TV V655-K,  on a black fray sale. I ordered the new model but when I paid I was surprised to find out that I was getting last years model ""VIZIO 65"" Class V-Series 4K UHD LED Smart TV V655-J09"" canceled immediately. Called and complained asked to speak with a supervisor, was promised a call back but no one ever called. Bait and switch lives on at Walmart.",0
201,12/11/2023,"i canceled my oder why is this on hold 
Order date: Sat, Dec 9, 2023
Order number: 2000114-32037790
Your order was canceled
Hi Mark,

We got your request and canceled your order for you. You won't be charged for these items.

View the cancellation overview in your order details.

View order details
Some things to know:

You can always reorder items again through your order details.
You may see a temporary hold on your card, but your bank should release it within 10 business days.
Thanks for shopping with us,

Team Walmart

Have questions? Visit our Help Center

Temporary hold
card image	VISA ending in 2535$425.86",0
202,11/11/2023,This is a piece of junk. I received this piece of junk on Sept 30 and it stop working exactly 31 days later. There's nothing I can do about it and I think that's what Walmart was counting on someone elderly to buy this with no idea what they were getting. Thanks Walmart,0
203,12/13/2023,Never received item and Walmart is siding with Fedx because they took a picture supposedly in front of my door. The problem is I them to send it to one of there location order to pickup and got a text first thing in the morning saying it was being rerouted they will let me know when I can pickup instead the driver left it in the front door. Supposedly. Walmart doesn’t want to help me I have proof I asked to be sent to a pickup location yet they did what they wanted. Very unsatisfied customer,0
204,11/10/2023,"My TV was delivered with STICKERS on it saying ""deliver as is"". The side was crushed and there were water marks on all sides of the box. It wasn't raining here, I also got the TV as fed ex was leaving. It was a horrible experience. I returned it to the store with in an hour. I was very disappointed.",0
205,10/31/2023,The claim is that the item was delivered but I never got it. The delivery person allegedly left a brand new tv carelessly outside my door. Now it’s disappeared. Walmart have commenced investigations but I’m so traumatized by this experience. There’s a leasing office so why’d any right thinking person just claim to leave something so valuable and fragile so carelessly?,0
206,11/12/2023,"The TV was delivered LATE. There was no update with the tracking from 7AM until it was delivered late at nite around 9ish. So the TV had been on the truck that whooole time and was delivered BROKEN. It also was not in a concealed brown cardboard box it was just in the regular orange VIZIO box that you would see it in in the store. There should have been extra packaging.  It was left downstairs on the bottom floor and I am on the top floor, anyone cld have stolen the orange VIZIO 65 inch TV box that was left in plain site. Walmart is the worst.",0
207,11/9/2023,I can’t download many of the apps I use regularly so this really limits my use of this tv. The volume is horrible. There isn’t much difference between 48 and 88. When I do watch tv I have to keep the remote in my hand and I’m forever adjusting the volume.,0
208,11/21/2023,Item not received.  Item arrived at my local post office at 6:29 am on November 20th and the post office did not deliver.  Not surprised.  Had I known it was being shipped using the USPS I would never have ordered it.  I would have got it from AMAZON or BEST BUY.,0
209,12/4/2023,The television was broken when it arrived. I went to the local Wal-Mart store 0424 and was told that Wal-Mart couldn't give me another television because Wal-Mart do no longer do exchanges on anything but groceries without a receipt. After going online I discovered that Wal-Mart return policy had not changed.  Wal-Mart store 0424 need new front managers because they are rude and do not know what they are doing. I am very disappointed.,0
210,12/13/2023,"Totally unusable product, ready to throw in trash! I cannot access any of the premium channels that I'm already paying for through xfinity comcast, cannot link with my wi-fi connection to use the internet. Tomorrow I'll go back to my 10 year old t.v. at least I can watch the channels I'm already paying for.",0
211,11/26/2023,Had to wait in pick-up kiosk to get this TV.   The box was damaged and I was hoping that wouldn't be an issue but IT WAS.   After hauling it home and going thru all the trouble of unpacking it sooooo carefully I found it already had a crack in it!    Walmart corporate or an employee possibly was obviously not careful enough with it and didn't care and dumped it on an unsuspecting customer.  NOT COOL.,0
212,11/10/2023,"tv had defective tuner so I cannot utilize the functions. service worked extensively for about 2 hours and said they will replace the tuner immediately. 
Next day they are requesting that I send back the tuner with full explanation but I still can't use the TV. Very, very dissatisfied with with Visio service.",0
213,12/7/2023,I would write a nice review but I did not receive the TV would you please look into it it was $269. If it all possible I would like it credited back to my credit card because I did not receive the package. I’m sorry I can’t afford to buy another one. Thank you in advance.,0
214,12/13/2023,"Do not allow delivery by Fed Ex.  The driver that delivered our package ignored delivery instructions actually causing him more work (carrying extra large clumbsy package up a flight of stairs) forcing us to now get help putting the package at the correct door, so we can actually get the package INTO the house!  No clue what our product is like, as we don't yet have it at a door where we can get it checked out and fully functional, by actually bringing it into the house.  Sorry Fed Ex but today's driver is so pressed for time, he didn't even check his delivery instructions.  And that is not on your over worked delivery personnel that should be receiving extra support at this time of year.  It is on the company that is supposed to be a suppo...",0
215,12/4/2023,"I’ve had this tv for over a month, been having problems since. The tv will turn off by itself %26 in the middle of watching a movie it goes to home menu. Air play a movie, it kicks me out %26 constantly starts the movie over. Now me %26 my family can’t watch tv period. I’ve tried unplugging the tv %26 waiting a few minutes to restarting it, resetting the WiFi %26 etc. The tv completely stopped working.",0
216,11/10/2023,"This was a sham.  I paid for it but never got it. The shipper was addressed to another address with a weight listed of 2.65 pound's signed for by someone with a different name and Walmart admitted that their partner had done this to others, and they no longer deal with them.",0
217,11/29/2023,I specifically asked for this to be delivered but it wasn't . Instead I had to have it refund but what upsets me even more is that I have to wait 10 days to receive my money back but it didn't take 10 minutes to take my money from my account. I tried to purchase online an ONN tv on the 25th. An hour after submitting my order and payment I received notification that it was SOLD OUT… it's the 29th and I'm still waiting on my refund of that money as well . Walmart has almost $700 of my money and I have no TV yet I'm still waiting for my money that didn't take 5 minutes to remove from my account. It sucks,0
218,11/21/2023,"So I ordered this tv through the Walmart  app and they shipped it to the wrong address!! Even though my receipt clearly has the right address and the postal office didn’t mess up either. Postal office said the seller put the wrong address, not me not the postal office but Walmart or who ever they have contracts with. Besides the fact that they sent the tv somewhere else, I couldn’t get the same deal to by the tv again because Walmart said since it was a third party company they can’t do anything but refund me. Yet a week later that tv went up $100 so had to get it for a more expensive price because Walmart doesn’t know how to do business or fulfill orders. Be careful when ordering online, they have companies from other places selling on the...",0
219,11/29/2023,"According to the tracking it arrived at 2:47 pm.  Unfortunately they did not call, ring the doorbell or knock to let me know it was here.  I found it at 8:45 pm when I looked out the window wondering if they were coming.  It could have been out all night or worse, stolen.",0
220,12/20/2023,"Hello, I did reach out when my item was delivered as upon ordering I put instructions to have the TV delivered to a different address as it was ordered for a Christmas gift and I had nowhere to keep it out of view at my home. Well the TV was delivered to my home instead of the address I requested. Needless to say, it was seen so what was supposed to be a surprise, is not. I heard from nobody and am very disappointed in the customer service. I give one star not for the TV but for the lack of a response.",0
221,11/11/2023,We are so disappointed. We bought this tv in August 2023 and now in November 2023 it doesn't work. It freezes every single day. We have to unplug it and restart it multiple times a week. Of course there is only a 30 day return window so now we're stuck with a $500 tv that works when it wants to. We typically love our VIZIO tvs but this one is a lemon for sure.,0
222,11/27/2023,"first t.v. we had shipped,didnt come on ,so we had to send it back, no exchange was available. talked to walmart.com 3 times about pick up. finally had to call fedex myself. ordered new t.v. delivery was unavailable, so i sceduled curbside pick up. but when we got there they couldnt find my order.then said they had to cancel it because the t.v. was out of stock now. what a joke. our residnets at the nursing home have been waiting over 2 weeks now for a t.v.",0
223,11/27/2023,"I will never order another item from this walmart for pickup. I scheduled a pickup for 4-5pm because that worked with our schedules. I ordered the item and added my husband as an alternative pick up person and when he was there in a spot I checked him in. He waited in his car for a while before an employee came to his car and said he wasn't checked I and she said shechecked him in. He continued to wait for 2 hours for our single item. I tried to call the pickup phone multiple times and it rang and rang with no answer. He had our small daughter with him and we were eventually advised that we could leave and come back, but we are not able to do this the next few days due to our work schedules. It is completely unacceptable to make customers w...",0
224,12/24/2023,I ordered from here and said everything was available and I was charged my card. Come to find you it wasn’t available and I can’t even cancel my order to get my refund and I have to wait to get my money. I ordered and paid when it said the TV was available and an hour before I’m supposed to pick up I got a text saying my tv was no longer available but offered free shipping after Christmas. I tried to cancel my order asap and it won’t let me. I want my refund asap. I want confirmation that my order was cancelled and I can get my refund.,0
225,1/19/2024,I have purchased two tv and both of the tv screens have gone out! I've only owned the for a little over a year.,0
226,9/20/2023,Will last you less than a year. Constantly had issues with vertical lines on tv. They gave me a replacement but had the same issue come up months later. Never buying their products again.,0
227,8/23/2023,We just got it have to box it back up can't even get it to set up remote control won't let you do anything me and my won't be replacing it with this brand after reading these reviews we have only had it one day,0
228,10/3/2022,Bought Tv and my son (age 3.) threw a plastic egg at it and it shattered the screen.......  light small egg.... major damage.. really wonder if defective or not....,0
229,9/24/2022,The screen was cracked all the way up the front I went to Wal mart they said they couldn't do anything because it was over 30 days but the technician just came out today to hook it up and we pulled it out of the box together,0
230,8/20/2023,"Dont buy this tv,it dead after using it for a year,waste of money,the screen turned dark and red lines appears nothing else,broke than les than a year",0
231,7/1/2023,Just over 2 years old and the picture has lines everywhere; to the point that it’s aggravating to watch. I would recommend spending a little more money and getting a better quality and better warranty.,0
232,5/12/2023,"I never write reviews, this thing is a pile of junk! Less than a year and had green and yellow lines appearing through the middle of the screen. A few months later and now it flickers and flashes green, purple and yellow across the entire screen and is completely unwatchable! That's if you can even get the thing to even turn on from a completely blacked out screen! I wish I would have read all these 1 star reviews before purchase because it seems it's a common issue. What a waste of $300, hopefully this saves at least a few people from this garbage TV!",0
233,1/3/2024,"This tv turns it self off to much, but only on you tube and an antenna.     I will being returning it. I have had it 5 days.     Remote is hard to use.",0
234,1/6/2024,TV not 65” inch more like 57 “ (only box it came in is 65”.    Sound quality is poor and very cloudy picture.  Horrible smart tv had to return.  Buyer beware!,0
235,1/6/2024,"If you're watching a movie/TV show and there's a scene with no dialogue or background music, the sound will just cut out completely. It really takes you out of the movie and makes it hard to enjoy watching it. Apparently there's no way to fix it",0
236,1/1/2024,The TV malfunctions after ever show blinking in and out. It also mutes itself. Plus this TV is difficult to tune in. You have to make a lot of choices just to view regular channels. We are very dissatisfied with this brand .,0
237,1/20/2024,tv screen had a damage spot in corner of television screen. Didn't see it until everything was programed and connected.  It's a inconvenient to repackage and start over. So I paid full price for a damaged tv. I will not order electronic again.,0
238,1/20/2024,"way to mention this TV cannot be mounted. get it home, out of the box, only to see theres nothing on the back to use. at all. freaking stupid. returning and never buying Vizio again.",0
239,1/12/2024,"1st i ask them not to leave a 50"" tv on porch, i live in a apt. bldg. they left it on porch. 2nd i lose my netflix because Vizio wants to hijack my apps! i barely even use it...not happy.",0
240,7/5/2023,"much too complicated for us old people. there is no menu button on the (clicker). i probably send it back. i also did not get an instruction guide with it.sad, situation .",0
241,12/25/2023,Horrible shipping was supposed to be here next day then they changed to day after then they changed to a week later very very unhappy cannot change shipping date every day,0
242,6/29/2023,Smart cast sucks. The TV is super slow I don't recommend at all. Just get a Roku or Samsung. I don't see how it has so many good reviews. Can hardly watch tv without it going out and smart ast not working.. literally every time.,0
243,7/17/2023,I returned this television the next day after receiving it because it was the wrong model and I am having a terrible time getting my refund. Dealing with FedEx was a very unpleasant experience and now I’m having the runaround about the pending refund. I doubt very much if I will ever use walmart.com again and I certainly won’t use FedEx.,0
244,7/22/2023,"Doesn't detect Wi-Fi networks. Will manually connect, but when you turn the TV off and back on, it won't re-connect.

Doesn't support 4K UHD Xbox despite using a known good HDMI cable, trying multiple HDMI ports, updating firmware, restarting all devices, etc.",0
245,7/29/2022,To had this tv for only 31 days and I turned it on and there are all vertical lines on50 % of the screen!  DO NOT BUY a Vizio!  It happened to my son as well!  I had Vizio for years and loved the brand but now 300 in the waste basket!  So truly disappointed!,0
246,7/27/2023,"First, the TV took two hours to set up.  It downloaded software or firmware five times.  Thence message appeared that the SmartCast was unavailable.  There is no home screen showing available apps.  The color was washed out, and none of the available settings would correct the issue.  The time was wrong, and there was no way to correct it.  Overall, this Vizio TV was a BIG DISAPPOINTMENT.  I have two older models that have much better pictures and features than this one.  I guess you really do get what you pay for.  I didn't pay very much, and I certainly didn't get very much.",0
247,8/5/2023,The tv didnt load any apps since I opened it up. spent 3 hours on the phone with hulu alone only to find out it was the tv. I always swore by the Vizio brand by not anymore. Went with a Tcl Roku 55 inch and I love it the color is better the ease of use is better and it was even cheaper.,0
248,6/7/2021,"We were very optimistic about our purchase given the quality of all of our other VIZIO TVs we own.  Boy were we wrong.  As soon as we plugged in the tv and turned it on, we were going through the initial setup and it would not connect to our wifi.  We did all of the trouble shooting, as the tv showed it was connected to our wifi with strong signal strength but it showed a failure message.  After rebooting our router a few times, trying to start over with the set up, we were able to somehow get it to connect.  The tv then searched for updates, tv shut off, when it rebooted it gave us an error message it was not able to complete update.  If we then hit cancel, we could bypass and actually start to watch tv.  Once you turned it off and back on...",0
249,10/23/2023,"Had to get another tv due to my 1st HD Tv pic going out, and had the BEST picture quality (for a older tv-720p). This 4k is the worst out of the 5 tvs I have. I have to constantly change the picture setting day/ night-time. No need for backlight. Too much of a glare, no matter the settings!",0
250,9/10/2023,"Woke up this morning to a dead tv in my living room so I thought this would fit the bill… nope. Everything was fine… picture quality, fine. Audio quality, fine. The inability to delete the pre installed  apps or organize your Home Screen… nope. I’m returning this for a monitor, I don’t need to pay a company to try and feed me ads let alone give them space in my living room. We set the tv up and spent 1hr with it and we’re packing it back up and returning it, worst purchase this year.",0
251,7/7/2023,"My tv did not come with the power cord, legs or remote. I'm being told 5-7 business days before I will receive the items that should have been in the box. The manufacturer is putting it on Walmart and Walmart is putting it on the manufacturer. They are shifting the blame and will not expedite items within 24 hours. When I called Walmart's customer service I was told that I had to buy the missing items!!! Totally unacceptable and as a long time customer with  Walmart I'm very disappointed and will not be shopping at Walmart ever again!!!!",0
252,12/10/2022,TV arrived damaged.,0
253,9/16/2023,Dave is no longer here he passed away a few days ago I was promised this delivery would be made tomorrow now this has been changed this is not acceptable to be put off three more days someone needs to contact me and I need to change something because this is no longer acceptable,0
254,8/11/2023,"I ordered online and paid for delivery - went to install and found that we received a 43"" rather than the 55"" ordered and paid for:(  Refund was fine, however, I have to return it to the store even though it is the stores mistake and I paid for delivery.  Not very happy.",0
255,3/17/2023,"Got this installed and from day one I've had nothing but trouble with it, constantly having to factory reset as well as unplugging it. finally had to get factory technician in here and I replaced the main board, and it's been working okay since then. but now it's got lines in the picture, and getting hold of support is almost impossible. I will never buy another Vizio again after this experience.",0
256,6/28/2023,even when plugged directly into a router with consistent 300mbps this tv only gets 8mbps. content either constantly buffers or has severe quality drops. this is with it plugged directly into the ethernet port. the tv does not give you control over any of the options or anything standard in a 4k tv.,0
257,8/23/2023,I ordered online and picked up at the store. I set everything and as soon as I turned it on. It was cracked from one end to the middle of the screen. I returned back to the store within 30 minutes. I was told since I bought it online that I couldn't do an exchange. The TV had to be refunded. This was a big inconvenience!!,0
258,8/2/2021,"None of the apps work! Please see picture. Okay picture quality, but horrible tv. I usually buy Samsung, but decided to give this one a try. Big mistake! This tv was functional for 2 days at best and then all the apps crashed. We tried everything to get it to work and nothing. So disappointing! I'm returning this.",0
259,8/3/2023,I don't like to fact that your can't download certain apps. You can only have the apps that's installed on the tv or use your phone to connect. Readjusting the volume and setting the tv colors shows okay but the volume is horrible. I have to turn my television up to at least 50/60 to hear in the area.,0
260,9/7/2023,"I specifically bought this tv for the HDMI 2.1 ability to replace my previous 55"" tv that did not. Which in the description %26 specs on this page it states numerous times that this tv has a HDMI 2.1 input. Well, that is false. There is no HDMI 2.1 port on the tv. So, essentially I bought this tv for no reason. Waste of money and false advertising.",0
261,10/5/2023,"Right out of the box, the tv did not work. I called tech support and after an hour of trying all different things. Plug it in and ply it out. Restart. Reboot. Unplug the internet and plug it back in. Move the router. Finally they tech said that I needed a repair person to come out and fix the brand new tv. So, I'm waiting for a call. 
Not off to a great start. 
Tech was very good though and so was the young man who helped me to maneuver the tv into my car. Great service from both.",0
262,10/17/2023,Absolutely horrendous! Item arrived with a shattered screen. Made contact with someone who was completely unable to figure out how to offer me an exchange. The label that was apparently created for me to ship item back is not available on the like. Simply states “sorry”. I merely want to exchange my damaged product for one that isn't. How can this be such an issue?,0
263,9/10/2023,this is the bigest pice of crap you turn it on and you have to go to antena and wate for it to finaly find a chanel and it takes forever to work i put this junk in the garage where it might get used once a year maby this will be the last vizio ill ever but what a disapointment,0
264,5/21/2021,So I bought this TV Monday night 5-17-21 I started to use it the next day and it froze on me 4 times on the first day of use the only way to get it to work was to unplug it has done the same thing every day with a blank screen then it started going to a fuzzy screen on 2 day so I'm taking it back and getting my money back crazy cause I have another vizio tv that I've had since 2013 never had not 1 issue with it but this thing is garbage.,0
265,9/4/2023,"Did not work.  I suspect it was a store demo, and they were passing it off as new because it was beautifully repackaged and looked totally unopened—except there was no protective film over the screen. When they repackaged it after the demo, they put it back into the WRONG carton—so the serial numbers didn’t match and they didn’t want to give me my refund.  Caveat emptor:  MAKE THEM OPEN THE BOX there before you leave the store and compare serial numbers or you may have wasted hundreds of dollars because wal mart won’t properly train their people!!   The store manager was instructing everyone as I got my refund that if the numbers don’t match going forward THERE WILL BE NO REFUNDS ISSUED.  Well,  too bad for us honest citizens—we get done ov...",0
266,8/24/2023,Do not buy.  Had for less than 3 months it's been a problem from the start.  Tv does not connect to Wi-Fi.   I'm continuously having to restart the tv 3-4 times to finally get it connected sometimes it doesn't connect.  I have even factory reset the tv.  At first I though it was a issue with my homes wifi but all other devices work.,0
267,9/12/2023,I ordered a tv to be delivered to my home. Delivery stated that it was delivered. We didn't get the tv. This was on the 09-05-2023. I have been contacting Walmart everyday since and have only been put to another person and repeatedly been put on hold for over 90 minutes each time. No answer from them yet. So beware if you order doesn't come. Try to get a refund. ☹️,0
268,10/15/2023,Its been leas than 4 months that i made this purchase and now Tv screen freezes. I called customer service and they said i only had 30 dys for warranty. I spend a large amount of money only  to not be able to use my TV. Customer service was of no help to assist in this issue. I am dissatisfied and disappointed in the lack of assistance to help in my matter.,0
269,8/17/2023,I know it's probably not your fault but I just ordered this and Ned today it comes broken I was so mad I immediately boxed it up quicker than I could even think of taking a picture to show you guys. I would say if your going to have this delivered don't because they use FedEx and from experience and working there it's not a safe bet to have it delivered.,0
270,9/6/2023,arrived with bottom of box missing. If i hadnt been outside with delivery driver the TV would have fell out of box. no straping either. it was saved but question if it was a floor model or returned at some point. will update once tv is installed to check it out,0
271,8/12/2021,"Don't buy it!!! Purchased on 8-8-21, TV freezes up, sound stops working, everything on remote stops working, you have to unplug TV to get it reset. Today on 8-11-21 we started to get this smell like the  plastic is melting or burning inside. I went back and read more reviews and other people had some of the same problems. It's going back tomorrow for a refund.",0
272,10/17/2022,"I purchased this TV July 2019, and as of yesterday, the TV screen went dark and now only shows vertical lines. I called Vizio to try and troubleshoot, but no solutions were possible, and a new TV was recommended. This was my second Vizio TV, which the first one, part of the screen burned out. Therefore, because of the constant issues I'm no longer buying Vizio TVs. They only last a few years and then the screen goes. I would recommend a different brand.",0
273,9/20/2023,It was broken in box. Discovered Walmart has put lotto in customer service so had to wait 45 minutes for the lotto addicts to do their crap just to get help. Finally got it returned and bought a tv at target. I know I won’t have to wait for 50 people to buy lotto tickets just to get service!,0
274,11/20/2022,"This tv worked well for the first 10 months until the screen became and mass of wavy lines.  We contacted Vizio for warranty information 3 weeks ago and they promised to send us a replacement tv in 7-10 days.  Three weeks later we have bought a new, bigger TV at half the price with a different brand name.  We still have not received the replacement and they have thus far refused to refund our purchase price instead of the replacement.  We will never buy another Vizio anything!!!",0
275,9/2/2023,"While bringing the TV out to curbside pick up, the loader left the tv standing on its end in the parking lot. He walked away for a second and the TV fell over. When I asked him about damage, he stated they the tv fall like that all the time in the store. Once I get home, if there is any damage, I will be returning the tv.",0
276,7/14/2023,Color goes in and out— have to reset the TV every few days— remote work half of the time even with new batteries— TV constantly freezes up—-WIFi and TV. Time won't stay synced with TV station. TV IS TWO MONTHS OLD—- TV won't automatically start a after update …DO NOT BUY THIS TV,0
277,10/1/2023,"In consistent, fruits are some time very overripe and bruised or not ripe at all, once a large can of tuna was severely dented. Breads placed under heavy objects and squashed
 Tonite order was delivered to next door neighbor and frozen food was open and in the bottom of the bag. I have used delivery at my old home for more than two years and it was very very good.  Now have to return some  food to store",0
278,6/10/2023,"I would give this minus 10 stars if i could. I ordered 2 of these 55"" tvs and opened one up and set it up. Had a terrible time trying to get it configured. After spending nearly a whole day troubleshooting it as well as talking with Vizio customer support we agreed the tv couldnt be fixed. According to the Vizio CSR the firmware was outdated and the tv was not connecting to the Vizio servers to update the tv and all the apps. The WatchFree LIVE tv was 3hrs behind the real time on the tv and could NOT be fixed. Also, when i tried to watch anything on Amazon, Hulu, Pluto tv or any other similar app the tv showed error messages that it couldn't be played. Its very disappointing and i was initially very excited to get more Vizio TV's since the ...",0
279,7/21/2021,"We chose Visio because our old one was so good. But this one had too many flaws. Background screen was gray, not black. Off TV reflected lights in the room. Contrast not crisp. Picture was good when viewed from the right side but was washed out if you viewed from the left side. At best the return of this item to Walmart was professionally handled without a hassle.",0
280,6/19/2021,"I had this tv for less than 1 week and the input channels were constantly running across the screen, the volume was turning up and down on it's own and the tv would randomly turn on by itself. Also the watch free tv app just kept playing with all this stuff running across the screen nonstop. It was like my tv had a virus on it.",0
281,8/23/2023,"The smartcast hardly ever works, and since there is no Crunchyroll app, it makes it almost completely unuseable without purchasing either an actual chromecast, Roku, or firestick. I've tried all the tricks, including factory reset. It works fine aside from that, but I would not have gotten this one had I known.",0
282,4/15/2023,"Do not buy, this tv took an hour to do 3 firmware updates upon installing and only to fully go through the entire set up process and not stay on. All seemed fine and then it was cycling off and on every 5 seconds. I couldn't even try troubleshooting because it wouldn't stay on long enough to open the settings menu. I returned it immediately.",0
283,2/18/2024,Remote is hard to use it is not responsive and of course you can pay for an upgrade yo use more features.,0
284,2/9/2024,"The color is the worst I have ever seen, so orange, I can hardly watch on some programs, can I return for a credit or different one?",0
285,1/27/2024,There are issues with my 65 in Vizio tv I have to bring it back and exchange it for another one probably on Saturday.,0
286,2/20/2024,Horrible picture. Everything in the background was blurry and everything up front had a cloudy/ashy look to it.,0
287,2/9/2024,"Send tv to the caribbean. This tv is denied access in the carribbean. Only the apps on the remote netflix, prime....no YouTube.....",0
288,2/10/2024,Says it was delivered got in chat because it never showed up now the blocked me from placing any orders,0
289,11/24/2023,Dislike the fact you take money for something that is out of stock. Followed by the fact it could take up to ten days to be credited back. You need a system that will not charge for items you don't have in stock.,0
290,12/7/2023,"I purchased this Dec 1, 2023 and now Dec 7, 2023 it is $18.00 cheaper. I cannot find anyplace to request the price difference. There is no Customer Service that I can find on the website.  I would appreciate someone contacting me!",0
291,11/14/2023,Vizio V series is a NO!!! Can't download my normal streaming apps.  Customer service rep said buy a Fire stick or Roku stick to stream from my local internet co. NOPE WILL RETURN THIS CRAP TO WAL-MART!!,0
292,11/22/2023,"Constantly have to adjust color for every movie, show or stream. Very frustrating. Thought I could solve issue but now too late for return. Must be a bad unit. I've owned another Visio and lcd stopped working. Do not buy.",0
293,12/3/2023,"Bought this TV to use in Mexico and the operating system will not work there.
Keep getting message that TV cannot be set up for that region.

Very weird that a TV is made only to work in certain regions.",0
294,11/16/2023,"The volume is so low on the highest, you still cant hear a thing. Only reason I wont return because I cant haul it out on my own and I paid for it to be mounted.",0
295,11/25/2023,The remote has no numbers on it so more buttons need to be pressed to find a station. But the stations don`t always come in. It just spins and spins.... This tv is just not for me.,0
296,12/8/2023,"Unboxed, mounted, plugged in and TV was dead on arrival. No physical damage Will turn on but all you see is the backlight. Will look for a better replacement. Avoid!",0
297,11/21/2023,I never got my tv and I wasted 2 days off waiting for the tv to be delivered I was told wait an extra day then I get a text stating I was refunded but I really wasn’t,0
298,12/18/2023,Tv came with 3 cracks in it. Stop haven't gotten a refund since October. Said wrong product was sent back. It's crazy when I had to go to Fedex to get a label. Push that big TV back on my porch. To day I sent something different back. Crooks,0
299,12/12/2023,This TV has a very blurry picture. I've played around with the settings and it hasn't gotten much better. Making a more expensive purchase is 100% worth it.,0
300,12/5/2023,Hate this TV  This must have been a refurbished tv.  I have a new fire stick and am connected to the internet yet it still just sits and spins.  It also has tape all around the frame of the tv  I am afraid to take it off in case the tv falls apart.,0
301,12/13/2023,"The tv is fine, delivery was late by a day, they shipped the items separately (it was a surprise) than the mounting service couldn’t pull my credit, I called for a refund and they refuse to refund it. Be very wary",0
302,12/13/2023,very disappointed. can not change channels very easily if at all. it takes forever. I get so upset I turn it off and turn on an older tv so I can watch tv. going to call Walmart and see if they will take it back. very dissatisfied,0
303,12/2/2023,"Beware of Capital One they offered 10% off this purchase which should have been $24.80  , I received .74 cents . Called Capital One they suggested to dispute the charge and laid the blame on Walmart.",0
304,12/14/2023,Don't buy a Television from Walmart online. Please go into the store. They use FedEx and every Television I got was broken and customer service was no help at all!!,0
305,11/5/2023,"I never received this item. 65'"" Vizio Class Serie Smart TV which Walmart claimed that was shipped to the address that i supplied.  When I informed Walmart i di not get a favorable response regarding refund.  I am very displease about this",0
306,11/6/2023,Don't buy anything from Walmart of this price online. they're asking me for a review for a TV I never received Vizio 65 in. I received a delivery of two boxes of fruit snacks and now I'm fighting it through my bank to get my money back. what a joke,0
307,11/16/2023,The vendor did an update to make TV not work any longer and Walmart won't take it back. Gotta pay for those billionaires homes. Walmart is disgusting. At best. Do not ever purchase from them.,0
